0,1,2,3,4,5,6,7,8,9,PM2.5
3.0,0.0,200.0,80.0,7.3,1014.2,-12.5,0.0,2.1,2013-03-04 01:00:00,10.0
3.0,0.0,200.0,81.0,6.1,1014.4,-13.5,0.0,1.4,2013-03-04 02:00:00,8.0
3.0,0.0,200.0,84.0,6.6,1014.2,-14.8,0.0,4.0,2013-03-04 03:00:00,5.0
3.0,0.0,200.0,86.0,4.8,1014.6,-12.2,0.0,2.6,2013-03-04 04:00:00,11.0
3.0,0.0,200.0,87.0,5.4,1015.4,-12.1,0.0,4.7,2013-03-04 05:00:00,5.0
3.0,4.0,200.0,79.0,4.2,1016.1,-12.3,0.0,3.0,2013-03-04 06:00:00,8.0
8.0,7.0,300.0,71.0,6.3,1016.8,-12.3,0.0,0.8,2013-03-04 07:00:00,7.0
10.0,8.0,300.0,69.0,8.9,1017.4,-12.9,0.0,1.6,2013-03-04 08:00:00,4.0
13.0,8.0,300.0,70.0,10.2,1017.6,-13.8,0.0,3.8,2013-03-04 09:00:00,5.0
13.0,7.0,300.0,74.0,11.4,1017.1,-14.4,0.0,4.2,2013-03-04 10:00:00,8.0
6.0,4.0,300.0,80.0,12.7,1016.6,-15.1,0.0,4.4,2013-03-04 11:00:00,7.0
5.0,3.0,200.0,84.0,14.6,1015.4,-14.6,0.0,3.5,2013-03-04 12:00:00,5.0
6.0,4.0,300.0,86.0,15.1,1014.2,-15.2,0.0,3.4,2013-03-04 13:00:00,10.0
10.0,6.0,300.0,88.0,16.1,1013.1,-16.9,0.0,3.0,2013-03-04 14:00:00,13.0
9.0,6.0,300.0,91.0,16.1,1012.5,-16.9,0.0,2.3,2013-03-04 15:00:00,16.0
6.0,6.0,300.0,90.0,14.8,1012.0,-14.4,0.0,3.3,2013-03-04 16:00:00,18.0
5.0,5.0,300.0,92.0,12.9,1012.4,-14.0,0.0,2.6,2013-03-04 17:00:00,18.0
12.0,30.0,600.0,79.0,11.3,1012.7,-13.7,0.0,1.2,2013-03-04 18:00:00,10.0
19.0,46.0,800.0,63.0,8.7,1013.2,-12.5,0.0,0.5,2013-03-04 19:00:00,39.0
18.0,44.0,900.0,49.0,5.9,1013.4,-11.7,0.0,0.2,2013-03-04 20:00:00,41.0
18.0,38.0,800.0,50.0,4.9,1013.4,-11.7,0.0,0.8,2013-03-04 21:00:00,60.0
22.0,38.0,1000.0,45.0,4.0,1013.2,-11.6,0.0,0.6,2013-03-04 22:00:00,50.0
19.0,33.0,900.0,92.0,4.2,1012.6,-11.5,0.0,0.8,2013-03-04 23:00:00,50.0
18.0,30.0,800.0,92.0,2.8,1012.1,-11.2,0.0,0.4,2013-03-05 00:00:00,52.0
14.0,25.0,800.0,92.0,1.8,1011.7,-11.0,0.0,0.6,2013-03-05 01:00:00,56.0
16.0,26.0,700.0,92.0,0.8,1011.4,-10.7,0.0,0.6,2013-03-05 02:00:00,50.0
16.0,30.0,800.0,92.0,0.2,1011.0,-10.4,0.0,0.2,2013-03-05 03:00:00,88.0
15.0,30.0,800.0,92.0,-0.1,1010.7,-10.1,0.0,0.8,2013-03-05 04:00:00,53.0
13.0,23.0,700.0,92.0,-0.4,1010.9,-9.6,0.0,0.0,2013-03-05 05:00:00,46.0
15.0,26.0,600.0,92.0,-1.0,1010.6,-9.4,0.0,0.8,2013-03-05 06:00:00,43.0
17.0,38.0,700.0,92.0,1.2,1010.4,-9.4,0.0,0.0,2013-03-05 07:00:00,47.0
16.0,33.0,700.0,92.0,6.0,1010.1,-10.7,0.0,0.8,2013-03-05 08:00:00,52.0
23.0,30.0,800.0,92.0,7.8,1009.5,-10.6,0.0,1.0,2013-03-05 09:00:00,52.0
30.0,46.0,1000.0,92.0,9.3,1008.7,-9.3,0.0,1.4,2013-03-05 10:00:00,69.0
51.0,76.0,1300.0,92.0,11.0,1007.8,-9.4,0.0,1.9,2013-03-05 11:00:00,79.0
74.0,100.0,1600.0,30.0,12.1,1006.5,-9.0,0.0,0.4,2013-03-05 12:00:00,102.0
55.0,70.0,1300.0,92.0,13.2,1005.1,-8.1,0.0,0.9,2013-03-05 13:00:00,126.0
50.0,61.0,1200.0,92.0,14.1,1004.3,-8.6,0.0,1.7,2013-03-05 14:00:00,131.0
59.0,64.0,1399.0,92.0,13.5,1004.1,-8.4,0.0,0.8,2013-03-05 15:00:00,139.0
58.0,79.0,1399.0,92.0,13.3,1003.9,-8.0,0.0,1.1,2013-03-05 16:00:00,152.0
62.0,99.0,1600.0,82.0,12.4,1004.5,-8.2,0.0,1.0,2013-03-05 17:00:00,154.0
59.0,100.0,1600.0,82.0,8.9,1005.0,-7.8,0.0,0.8,2013-03-05 18:00:00,165.0
50.0,96.0,1600.0,82.0,7.7,1005.4,-7.6,0.0,0.2,2013-03-05 19:00:00,179.0
43.0,94.0,1899.0,82.0,6.3,1005.9,-7.3,0.0,0.7,2013-03-05 20:00:00,172.0
38.0,80.0,1700.0,82.0,5.6,1006.0,-7.3,0.0,0.2,2013-03-05 21:00:00,179.0
39.0,73.0,1800.0,82.0,4.9,1005.8,-7.0,0.0,1.7,2013-03-05 22:00:00,173.0
42.0,72.0,1700.0,82.0,3.7,1005.7,-6.9,0.0,0.4,2013-03-05 23:00:00,170.0
40.0,66.0,1800.0,82.0,3.9,1005.4,-6.7,0.0,2.0,2013-03-06 00:00:00,166.0
38.0,58.0,1500.0,82.0,3.9,1005.3,-6.4,0.0,0.8,2013-03-06 01:00:00,173.0
41.0,61.0,1600.0,82.0,3.5,1004.8,-6.5,0.0,0.7,2013-03-06 02:00:00,161.0
47.0,68.0,1600.0,82.0,3.7,1004.7,-6.3,0.0,1.3,2013-03-06 03:00:00,161.0
49.0,69.0,1600.0,82.0,2.4,1004.7,-6.2,0.0,1.0,2013-03-06 04:00:00,163.0
52.0,62.0,1600.0,82.0,2.1,1004.9,-5.8,0.0,0.9,2013-03-06 05:00:00,166.0
51.0,55.0,1600.0,82.0,3.1,1005.1,-5.6,0.0,0.2,2013-03-06 06:00:00,172.0
66.0,61.0,1700.0,82.0,4.7,1006.2,-4.9,0.0,0.6,2013-03-06 07:00:00,176.0
66.0,61.0,1700.0,82.0,5.5,1006.2,-4.1,0.0,0.5,2013-03-06 08:00:00,183.0
61.0,66.0,1899.0,82.0,7.2,1006.1,-5.5,0.0,0.5,2013-03-06 09:00:00,195.0
68.0,71.0,2000.0,82.0,8.8,1005.8,-5.5,0.0,0.7,2013-03-06 10:00:00,200.0
93.0,106.0,2500.0,82.0,10.6,1004.6,-5.0,0.0,0.9,2013-03-06 11:00:00,217.0
93.0,116.0,2500.0,82.0,12.4,1003.4,-4.7,0.0,0.8,2013-03-06 12:00:00,268.0
89.0,100.0,2100.0,82.0,13.4,1002.5,-4.3,0.0,1.2,2013-03-06 13:00:00,258.0
98.0,82.0,1800.0,82.0,13.6,1001.8,-4.1,0.0,2.3,2013-03-06 14:00:00,221.0
95.0,139.0,3000.0,75.0,13.6,1001.9,-3.7,0.0,2.2,2013-03-06 15:00:00,195.0
88.0,139.0,2700.0,69.0,13.3,1002.2,-3.9,0.0,1.6,2013-03-06 16:00:00,294.0
84.0,118.0,2399.0,69.0,12.0,1002.7,-3.8,0.0,1.3,2013-03-06 17:00:00,288.0
90.0,116.0,2299.0,52.0,10.6,1003.7,-3.9,0.0,1.2,2013-03-06 18:00:00,267.0
87.0,139.0,2500.0,52.0,7.1,1004.5,-3.5,0.0,1.4,2013-03-06 19:00:00,269.0
78.0,141.0,3299.0,52.0,6.2,1004.9,-3.5,0.0,0.7,2013-03-06 20:00:00,280.0
83.0,144.0,3100.0,52.0,5.5,1004.5,-3.6,0.0,0.6,2013-03-06 21:00:00,306.0
76.0,140.0,2700.0,52.0,4.7,1004.3,-3.6,0.0,0.7,2013-03-06 22:00:00,284.0
77.0,134.0,2500.0,52.0,4.5,1004.1,-3.3,0.0,0.9,2013-03-06 23:00:00,236.0
83.0,134.0,2299.0,52.0,5.3,1004.2,-3.3,0.0,0.7,2013-03-07 00:00:00,223.0
69.0,114.0,1899.0,52.0,6.2,1004.2,-3.2,0.0,1.4,2013-03-07 01:00:00,196.0
0.0,74.0,1300.0,52.0,3.0,1003.8,-3.8,0.0,0.5,2013-03-07 02:00:00,150.0
32.0,46.0,0.0,52.0,1.4,1003.6,-4.3,0.0,1.0,2013-03-07 03:00:00,91.0
24.0,0.0,900.0,52.0,1.3,1003.5,-5.0,0.0,1.8,2013-03-07 04:00:00,61.0
20.0,26.0,500.0,52.0,1.0,1003.7,-5.3,0.0,1.5,2013-03-07 05:00:00,50.0
19.0,26.0,400.0,52.0,0.2,1003.6,-5.4,0.0,1.0,2013-03-07 06:00:00,26.0
18.0,31.0,600.0,52.0,4.9,1003.6,-4.4,0.0,0.1,2013-03-07 07:00:00,19.0
20.0,28.0,600.0,52.0,7.0,1003.4,-3.6,0.0,1.4,2013-03-07 08:00:00,33.0
22.0,34.0,900.0,52.0,8.9,1003.2,-3.7,0.0,1.0,2013-03-07 09:00:00,28.0
58.0,102.0,2399.0,52.0,12.5,1002.1,-5.5,0.0,1.1,2013-03-07 10:00:00,47.0
107.0,157.0,3500.0,52.0,15.0,1000.3,-4.9,0.0,0.8,2013-03-07 11:00:00,134.0
72.0,98.0,1899.0,52.0,16.3,998.4,-4.3,0.0,1.5,2013-03-07 12:00:00,224.0
36.0,44.0,900.0,63.0,17.3,996.7,-4.1,0.0,1.4,2013-03-07 13:00:00,153.0
30.0,43.0,900.0,75.0,16.6,995.5,-3.5,0.0,1.2,2013-03-07 14:00:00,74.0
49.0,128.0,1800.0,75.0,16.8,994.7,-3.4,0.0,1.0,2013-03-07 15:00:00,75.0
68.0,182.0,2500.0,75.0,16.6,994.1,-3.5,0.0,0.8,2013-03-07 16:00:00,149.0
74.0,180.0,2700.0,75.0,14.5,993.9,-3.3,0.0,0.7,2013-03-07 17:00:00,223.0
64.0,156.0,2500.0,75.0,12.5,994.5,-3.4,0.0,0.5,2013-03-07 18:00:00,258.0
58.0,172.0,2700.0,34.0,11.8,994.7,-3.2,0.0,0.8,2013-03-07 19:00:00,244.0
52.0,147.0,2500.0,75.0,9.8,994.6,-2.8,0.0,0.6,2013-03-07 20:00:00,253.0
45.0,126.0,2500.0,75.0,7.9,995.1,-3.0,0.0,1.2,2013-03-07 21:00:00,240.0
41.0,105.0,2200.0,75.0,8.1,995.1,-3.4,0.0,0.9,2013-03-07 22:00:00,224.0
38.0,87.0,2000.0,75.0,6.8,995.0,-3.2,0.0,1.3,2013-03-07 23:00:00,219.0
36.0,72.0,1899.0,75.0,5.9,995.3,-3.0,0.0,0.0,2013-03-08 00:00:00,189.0
33.0,60.0,1700.0,75.0,4.4,995.6,-3.2,0.0,0.8,2013-03-08 01:00:00,248.0
26.0,84.0,1600.0,75.0,4.0,995.2,-3.5,0.0,0.6,2013-03-08 02:00:00,167.0
26.0,76.0,1800.0,75.0,4.5,994.7,-3.1,0.0,1.4,2013-03-08 03:00:00,137.0
18.0,34.0,700.0,75.0,16.7,994.9,-5.8,0.0,5.2,2013-03-08 04:00:00,133.0
8.0,7.0,300.0,75.0,15.4,995.6,-6.2,0.0,0.7,2013-03-08 05:00:00,79.0
8.0,9.0,300.0,75.0,12.7,996.2,-5.4,0.0,1.7,2013-03-08 06:00:00,41.0
9.0,10.0,300.0,75.0,14.9,996.7,-5.5,0.0,1.3,2013-03-08 07:00:00,37.0
15.0,26.0,400.0,75.0,11.2,997.8,-4.1,0.0,1.7,2013-03-08 08:00:00,38.0
18.0,30.0,700.0,75.0,14.5,997.9,-2.9,0.0,1.7,2013-03-08 09:00:00,48.0
31.7016,50.0932,0.0,75.0,17.3,997.3,-3.5,0.0,1.4,2013-03-08 10:00:00,122.0
43.0,85.0,1700.0,75.0,19.3,996.7,-3.6,0.0,2.1,2013-03-08 11:00:00,166.0
28.0,48.0,900.0,75.0,20.6,995.8,-3.9,0.0,2.5,2013-03-08 12:00:00,108.0
27.0,50.0,1000.0,82.0,21.9,994.7,-4.3,0.0,3.0,2013-03-08 13:00:00,111.0
35.0,91.0,1399.0,82.0,17.6,995.0,1.5,0.0,4.5,2013-03-08 14:00:00,146.0
56.0,142.0,3700.0,107.0,14.8,996.1,0.2,0.0,2.5,2013-03-08 15:00:00,410.0
83.0,126.0,4900.0,107.0,13.1,996.5,-0.2,0.0,4.0,2013-03-08 16:00:00,405.0
60.0,74.0,2100.0,107.0,11.7,996.5,-0.5,0.0,3.4,2013-03-08 17:00:00,190.0
49.0,57.0,1600.0,107.0,10.4,997.4,-1.0,0.0,2.7,2013-03-08 18:00:00,173.0
39.0,46.0,1300.0,107.0,9.4,997.3,-0.8,0.0,2.7,2013-03-08 19:00:00,118.0
48.0,50.0,1100.0,107.0,8.6,997.1,-1.5,0.0,2.8,2013-03-08 20:00:00,120.0
45.0,46.0,1200.0,107.0,7.6,996.9,-2.4,0.0,1.8,2013-03-08 21:00:00,113.0
32.0,42.0,1200.0,107.0,6.8,996.0,-3.2,0.0,1.3,2013-03-08 22:00:00,104.0
25.0,47.0,1300.0,107.0,5.6,994.5,-3.0,0.0,0.7,2013-03-08 23:00:00,105.0
23.0,55.0,1300.0,107.0,4.3,993.1,-3.0,0.0,1.2,2013-03-09 00:00:00,108.0
17.0,48.0,1300.0,107.0,3.9,991.9,-2.5,0.0,0.0,2013-03-09 01:00:00,111.0
18.0,50.0,1300.0,107.0,3.0,991.2,-2.7,0.0,0.7,2013-03-09 02:00:00,110.0
18.0,45.0,1200.0,107.0,2.4,989.8,-2.9,0.0,1.2,2013-03-09 03:00:00,194.0
20.0,40.0,1200.0,107.0,1.9,988.9,-3.0,0.0,0.7,2013-03-09 04:00:00,101.0
20.0,34.0,1200.0,107.0,2.0,989.2,-3.3,0.0,0.5,2013-03-09 05:00:00,106.0
18.0,28.0,1200.0,107.0,1.8,989.0,-3.3,0.0,0.4,2013-03-09 06:00:00,54.0
21.0,28.0,1300.0,107.0,6.0,990.5,-2.1,0.0,2.4,2013-03-09 07:00:00,99.0
37.0,36.0,1399.0,107.0,14.2,992.3,-1.5,0.0,2.5,2013-03-09 08:00:00,118.0
63.0,49.0,1399.0,107.0,16.8,993.8,-2.3,0.0,6.2,2013-03-09 09:00:00,165.0
17.0,13.0,500.0,107.0,14.4,996.8,-7.1,0.0,7.8,2013-03-09 10:00:00,72.0
3.0,0.0,200.0,107.0,12.9,999.1,-11.6,0.0,5.6,2013-03-09 11:00:00,22.0
3.0,0.0,200.0,107.0,10.7,1001.8,-15.8,0.0,4.9,2013-03-09 12:00:00,29.0
3.0,0.0,200.0,107.0,9.6,1003.9,-18.5,0.0,6.0,2013-03-09 13:00:00,32.0
3.0,0.0,200.0,107.0,10.3,1005.2,-17.9,0.0,4.5,2013-03-09 14:00:00,24.0
3.0,0.0,200.0,93.0,10.3,1006.3,-17.9,0.0,5.6,2013-03-09 15:00:00,16.0
3.0,0.0,200.0,89.0,9.2,1008.0,-18.8,0.0,7.1,2013-03-09 16:00:00,15.0
3.0,0.0,200.0,90.0,7.7,1010.2,-20.0,0.0,5.1,2013-03-09 17:00:00,8.0
3.0,0.0,200.0,91.0,6.6,1013.1,-19.9,0.0,5.2,2013-03-09 18:00:00,3.0
3.0,0.0,200.0,91.0,5.7,1015.1,-19.8,0.0,3.3,2013-03-09 19:00:00,10.0
3.0,0.0,200.0,91.0,5.0,1017.0,-19.6,0.0,2.5,2013-03-09 20:00:00,10.0
3.0,0.0,200.0,91.0,4.8,1017.7,-19.7,0.0,3.3,2013-03-09 21:00:00,13.0
3.0,0.0,200.0,91.0,3.8,1018.1,-19.8,0.0,1.2,2013-03-09 22:00:00,13.0
3.0,2.0,200.0,91.0,3.4,1018.0,-20.1,0.0,1.1,2013-03-09 23:00:00,3.0
3.0,3.0,200.0,91.0,4.4,1017.8,-20.1,0.0,2.0,2013-03-10 00:00:00,7.0
4.0,8.0,200.0,91.0,4.9,1018.1,-20.4,0.0,3.0,2013-03-10 01:00:00,12.0
7.0,9.0,200.0,91.0,4.5,1017.9,-20.0,0.0,3.3,2013-03-10 02:00:00,13.0
7.0,8.0,200.0,91.0,4.1,1018.1,-20.3,0.0,2.5,2013-03-10 03:00:00,10.0
8.0,8.0,300.0,91.0,4.7,1018.6,-19.8,0.0,3.0,2013-03-10 04:00:00,13.0
10.0,8.0,300.0,91.0,4.3,1018.8,-20.1,0.0,3.3,2013-03-10 05:00:00,8.0
12.0,10.0,300.0,91.0,3.6,1018.9,-18.6,0.0,1.2,2013-03-10 06:00:00,10.0
12.0,10.0,300.0,91.0,5.7,1019.8,-19.0,0.0,3.3,2013-03-10 07:00:00,8.0
10.0,11.0,300.0,91.0,8.0,1019.8,-18.8,0.0,2.8,2013-03-10 08:00:00,11.0
13.0,13.0,400.0,91.0,9.4,1019.2,-18.7,0.0,3.2,2013-03-10 09:00:00,18.0
10.0,7.0,300.0,91.0,10.6,1018.4,-16.8,0.0,2.5,2013-03-10 10:00:00,7.0
9.0,6.0,300.0,91.0,10.4,1018.1,-16.9,0.0,2.0,2013-03-10 11:00:00,12.0
10.0,13.0,300.0,91.0,11.3,1017.1,-17.2,0.0,3.6,2013-03-10 12:00:00,16.0
10.0,15.0,400.0,91.0,12.1,1016.0,-16.5,0.0,2.8,2013-03-10 13:00:00,16.0
12.0,17.0,400.0,91.0,11.9,1015.1,-15.7,0.0,3.7,2013-03-10 14:00:00,21.0
12.0,17.0,400.0,91.0,11.7,1014.7,-15.9,0.0,4.2,2013-03-10 15:00:00,30.0
12.0,21.0,400.0,100.0,10.9,1014.5,-14.8,0.0,1.2,2013-03-10 16:00:00,33.0
13.0,22.0,400.0,100.0,9.5,1014.6,-15.1,0.0,3.2,2013-03-10 17:00:00,37.0
14.0,26.0,400.0,100.0,8.8,1015.1,-13.6,0.0,1.6,2013-03-10 18:00:00,42.0
16.0,32.0,600.0,100.0,7.2,1015.5,-13.1,0.0,1.3,2013-03-10 19:00:00,53.0
15.0,27.0,600.0,100.0,5.8,1015.7,-12.8,0.0,0.8,2013-03-10 20:00:00,61.0
14.0,25.0,600.0,100.0,4.7,1015.7,-12.3,0.0,1.0,2013-03-10 21:00:00,56.0
18.0,27.0,600.0,100.0,4.2,1015.5,-12.3,0.0,0.0,2013-03-10 22:00:00,62.0
19.0,29.0,700.0,100.0,2.3,1015.4,-12.4,0.0,0.8,2013-03-10 23:00:00,63.0
22.0,36.0,800.0,100.0,1.6,1015.2,-11.6,0.0,0.0,2013-03-11 00:00:00,68.0
23.0,36.0,900.0,100.0,0.5,1015.0,-11.6,0.0,0.5,2013-03-11 01:00:00,68.0
24.0,32.0,800.0,100.0,0.1,1014.3,-11.3,0.0,0.9,2013-03-11 02:00:00,69.0
18.0,34.0,0.0,100.0,-1.4,1014.1,-10.8,0.0,0.9,2013-03-11 03:00:00,75.0
23.0,34.0,900.0,100.0,-2.0,1014.0,-10.8,0.0,1.0,2013-03-11 04:00:00,79.0
16.0,39.0,1000.0,100.0,-1.8,1013.5,-10.9,0.0,0.6,2013-03-11 05:00:00,83.0
16.0,42.0,900.0,100.0,-1.7,1014.0,-10.3,0.0,0.6,2013-03-11 06:00:00,85.0
18.0,48.0,900.0,100.0,-0.2,1014.3,-9.6,0.0,1.4,2013-03-11 07:00:00,80.0
25.0,50.0,1000.0,100.0,2.7,1014.2,-10.6,0.0,1.0,2013-03-11 08:00:00,89.0
31.0,54.0,1100.0,100.0,4.9,1013.7,-9.7,0.0,0.9,2013-03-11 09:00:00,107.0
43.0,66.0,1100.0,100.0,6.3,1012.9,-8.4,0.0,2.2,2013-03-11 10:00:00,108.0
