0,1,2,3,4,5,6,7,8,9,PM2.5
76.0,117.0,4500.0,26.0,1.2,1009.8,-3.3,0.0,0.0,2013-03-07 00:00:00,299.0
71.0,113.0,4500.0,26.0,1.7,1009.7,-3.6,0.0,0.9,2013-03-07 01:00:00,312.0
71.0,105.0,4500.0,26.0,1.1,1009.2,-3.4,0.0,0.0,2013-03-07 02:00:00,275.0
55.0,99.0,4400.0,26.0,0.1,1009.0,-3.3,0.0,1.9,2013-03-07 03:00:00,278.0
43.0,91.0,3500.0,26.0,0.2,1009.2,-3.4,0.0,0.5,2013-03-07 04:00:00,255.0
39.0,91.0,2500.0,26.0,-0.4,1009.3,-3.8,0.0,0.9,2013-03-07 05:00:00,192.0
42.0,88.0,2500.0,26.0,0.9,1009.1,-3.6,0.0,0.7,2013-03-07 06:00:00,169.0
37.0,74.0,2200.0,26.0,3.1,1009.2,-2.6,0.0,1.7,2013-03-07 07:00:00,151.0
44.0,63.0,2200.0,26.0,6.5,1009.4,-2.2,0.0,1.1,2013-03-07 08:00:00,126.0
98.0,65.0,2100.0,26.0,8.4,1009.0,-2.0,0.0,1.4,2013-03-07 09:00:00,126.0
131.0,104.0,2799.0,26.0,10.5,1008.0,-1.9,0.0,1.0,2013-03-07 10:00:00,157.0
133.0,129.0,3100.0,26.0,14.4,1006.2,-3.0,0.0,2.4,2013-03-07 11:00:00,220.0
134.0,138.0,3200.0,26.0,15.8,1003.9,-2.7,0.0,3.0,2013-03-07 12:00:00,263.0
121.0,156.0,3399.0,41.0,17.3,1002.7,-1.9,0.0,2.6,2013-03-07 13:00:00,272.0
123.0,154.0,3500.0,67.0,17.7,1001.3,-2.1,0.0,1.5,2013-03-07 14:00:00,330.0
112.0,121.0,3100.0,85.0,18.1,1000.3,-2.3,0.0,1.4,2013-03-07 15:00:00,366.0
87.0,110.0,2600.0,91.0,17.4,999.8,-0.8,0.0,1.1,2013-03-07 16:00:00,259.0
93.0,115.0,3100.0,98.0,15.2,999.4,-0.2,0.0,1.2,2013-03-07 17:00:00,249.0
111.0,143.0,4000.0,98.0,13.0,1000.0,0.0,0.0,1.5,2013-03-07 18:00:00,318.0
107.0,183.0,4900.0,43.0,11.2,1000.0,0.6,0.0,0.4,2013-03-07 19:00:00,404.0
110.0,154.0,4599.0,98.0,9.2,1000.2,0.4,0.0,0.4,2013-03-07 20:00:00,484.0
107.0,139.0,4500.0,98.0,6.9,1000.5,0.1,0.0,0.0,2013-03-07 21:00:00,446.0
91.0,159.0,4700.0,98.0,6.4,1000.7,-0.4,0.0,0.9,2013-03-07 22:00:00,425.0
95.0,172.0,4200.0,98.0,5.2,1000.7,-0.6,0.0,1.0,2013-03-07 23:00:00,416.0
96.0,168.0,4099.0,98.0,5.3,1000.6,-1.4,0.0,1.3,2013-03-08 00:00:00,344.0
98.0,111.0,3700.0,98.0,4.5,1000.7,-1.7,0.0,1.1,2013-03-08 01:00:00,386.0
81.0,86.0,3200.0,98.0,3.7,1000.6,-1.7,0.0,1.6,2013-03-08 02:00:00,326.0
76.0,102.0,3299.0,98.0,4.0,1000.3,-2.2,0.0,1.6,2013-03-08 03:00:00,301.0
78.0,107.0,3100.0,98.0,3.2,1001.0,-2.8,0.0,0.5,2013-03-08 04:00:00,335.0
61.0,110.0,3100.0,98.0,1.9,1001.6,-2.8,0.0,0.5,2013-03-08 05:00:00,232.0
40.0,103.0,3100.0,98.0,2.3,1002.3,-2.4,0.0,0.7,2013-03-08 06:00:00,265.0
38.0,96.0,3100.0,98.0,6.8,1002.9,-2.1,0.0,2.0,2013-03-08 07:00:00,263.0
66.0,88.0,3399.0,98.0,10.0,1003.5,-2.0,0.0,2.0,2013-03-08 08:00:00,216.0
96.0,78.0,2700.0,98.0,14.5,1003.4,-2.0,0.0,1.2,2013-03-08 09:00:00,207.0
74.256,62.6165,0.0,98.0,16.8,1003.4,-1.4,0.0,2.1,2013-03-08 10:00:00,174.0
87.0,116.0,2600.0,98.0,20.0,1002.6,-3.0,0.0,3.1,2013-03-08 11:00:00,181.0
67.0,94.0,2100.0,98.0,17.7,1002.4,1.6,0.0,5.5,2013-03-08 12:00:00,212.0
81.1104,133.0344,0.0,98.0,15.8,1001.8,1.9,0.0,6.2,2013-03-08 13:00:00,377.0
117.0,149.0,6099.0,98.0,14.4,1001.8,0.6,0.0,6.7,2013-03-08 14:00:00,558.0
99.0,85.0,4099.0,98.0,13.2,1002.1,0.9,0.0,3.5,2013-03-08 15:00:00,253.0
81.0,64.0,2700.0,98.0,11.7,1002.5,-0.8,0.0,2.6,2013-03-08 16:00:00,170.0
73.0,51.0,1800.0,90.0,10.5,1002.4,-0.9,0.0,3.1,2013-03-08 17:00:00,139.0
44.0,42.0,1200.0,90.0,9.2,1003.2,-1.3,0.0,1.8,2013-03-08 18:00:00,79.0
33.0,41.0,1300.0,90.0,8.1,1003.0,-2.6,0.0,2.7,2013-03-08 19:00:00,58.0
37.0,61.0,1600.0,90.0,6.9,1003.1,-3.7,0.0,1.7,2013-03-08 20:00:00,90.0
42.0,67.0,1700.0,90.0,6.1,1002.5,-3.8,0.0,1.7,2013-03-08 21:00:00,90.0
47.0,70.0,1600.0,90.0,5.2,1001.6,-4.4,0.0,1.7,2013-03-08 22:00:00,79.0
54.0,82.0,1800.0,90.0,3.8,999.9,-3.3,0.0,0.7,2013-03-08 23:00:00,89.0
52.0,91.0,2100.0,90.0,2.9,998.5,-3.0,0.0,1.0,2013-03-09 00:00:00,54.0
42.0,71.0,2100.0,90.0,2.5,997.5,-3.8,0.0,0.6,2013-03-09 01:00:00,93.0
0.0,5.0,200.0,90.0,2.5,996.6,-3.8,0.0,1.7,2013-03-09 02:00:00,64.0
7.0,4.0,0.0,90.0,1.6,995.3,-3.7,0.0,0.6,2013-03-09 03:00:00,99.0
7.0,0.0,100.0,90.0,1.4,994.3,-3.5,0.0,0.8,2013-03-09 04:00:00,119.0
17.0,87.0,1800.0,90.0,2.7,994.6,-3.4,0.0,1.5,2013-03-09 05:00:00,87.0
28.0,84.0,2299.0,90.0,1.8,994.7,-3.3,0.0,1.2,2013-03-09 06:00:00,106.0
31.0,80.0,2399.0,90.0,3.2,995.8,-3.2,0.0,3.3,2013-03-09 07:00:00,114.0
43.0,74.0,2600.0,90.0,6.5,996.7,-2.9,0.0,3.0,2013-03-09 08:00:00,117.0
81.0,67.0,2200.0,90.0,16.1,998.0,-2.9,0.0,7.8,2013-03-09 09:00:00,127.0
88.0,55.0,1800.0,90.0,16.3,1000.3,-8.8,0.0,12.8,2013-03-09 10:00:00,123.0
59.0,66.0,1500.0,90.0,14.0,1003.6,-11.5,0.0,9.7,2013-03-09 11:00:00,76.0
0.0,0.0,0.0,90.0,12.7,1006.6,-15.1,0.0,9.9,2013-03-09 12:00:00,0.0
0.0,0.0,0.0,90.0,10.4,1009.0,-16.0,0.0,7.6,2013-03-09 13:00:00,0.0
0.0,0.0,0.0,90.0,9.8,1010.4,-17.4,0.0,6.2,2013-03-09 14:00:00,0.0
0.0,0.0,0.0,90.0,9.7,1011.7,-17.5,0.0,5.9,2013-03-09 15:00:00,0.0
0.0,0.0,0.0,90.0,10.3,1013.1,-17.9,0.0,6.2,2013-03-09 16:00:00,0.0
0.0,0.0,0.0,88.0,9.1,1015.2,-18.9,0.0,4.1,2013-03-09 17:00:00,0.0
0.0,0.0,0.0,78.0,7.2,1017.9,-17.8,0.0,4.7,2013-03-09 18:00:00,0.0
0.0,0.0,0.0,45.0,6.2,1020.0,-17.8,0.0,7.1,2013-03-09 19:00:00,0.0
0.0,0.0,0.0,35.0,5.3,1022.1,-17.8,0.0,4.8,2013-03-09 20:00:00,0.0
0.0,0.0,0.0,35.0,5.0,1022.8,-17.4,0.0,6.3,2013-03-09 21:00:00,0.0
0.0,0.0,0.0,35.0,4.3,1023.7,-17.4,0.0,2.2,2013-03-09 22:00:00,0.0
0.0,0.0,0.0,35.0,1.5,1024.0,-15.5,0.0,1.0,2013-03-09 23:00:00,0.0
0.0,0.0,0.0,35.0,0.8,1023.7,-14.8,0.0,1.1,2013-03-10 00:00:00,0.0
0.0,0.0,0.0,35.0,-1.0,1023.8,-12.3,0.0,0.0,2013-03-10 01:00:00,0.0
0.0,0.0,0.0,35.0,-1.2,1023.7,-12.8,0.0,0.9,2013-03-10 02:00:00,0.0
0.0,0.0,0.0,35.0,-2.3,1023.9,-10.6,0.0,0.7,2013-03-10 03:00:00,0.0
0.0,0.0,0.0,35.0,-2.3,1024.6,-11.6,0.0,1.3,2013-03-10 04:00:00,0.0
0.0,0.0,0.0,35.0,-3.0,1024.7,-10.8,0.0,0.2,2013-03-10 05:00:00,0.0
0.0,0.0,0.0,35.0,-2.4,1025.0,-12.2,0.0,1.6,2013-03-10 06:00:00,0.0
0.0,0.0,0.0,35.0,2.0,1025.9,-11.9,0.0,0.7,2013-03-10 07:00:00,0.0
0.0,0.0,0.0,35.0,5.1,1026.1,-12.4,0.0,1.5,2013-03-10 08:00:00,0.0
0.0,0.0,0.0,35.0,8.0,1025.7,-16.4,0.0,3.8,2013-03-10 09:00:00,39.0
38.0,74.0,1300.0,21.0,9.3,1024.9,-16.1,0.0,3.5,2013-03-10 10:00:00,56.0
27.0,58.0,900.0,32.0,9.7,1024.4,-16.6,0.0,3.6,2013-03-10 11:00:00,26.0
21.0,49.0,800.0,43.0,11.1,1023.3,-16.4,0.0,3.0,2013-03-10 12:00:00,24.0
16.0,38.0,700.0,56.0,12.2,1022.2,-15.5,0.0,3.1,2013-03-10 13:00:00,30.0
16.0,33.0,600.0,64.0,12.2,1021.2,-15.5,0.0,3.1,2013-03-10 14:00:00,21.0
18.0,30.0,600.0,68.0,11.6,1021.0,-15.1,0.0,3.7,2013-03-10 15:00:00,32.0
20.0,32.0,500.0,68.0,10.7,1020.7,-14.9,0.0,5.0,2013-03-10 16:00:00,40.0
18.0,30.0,500.0,68.0,9.5,1020.7,-13.7,0.0,4.2,2013-03-10 17:00:00,37.0
18.0,37.0,600.0,68.0,7.9,1021.2,-12.6,0.0,2.4,2013-03-10 18:00:00,45.0
20.0,47.0,700.0,68.0,5.7,1021.6,-11.9,0.0,1.7,2013-03-10 19:00:00,58.0
30.0,69.0,900.0,68.0,6.2,1021.8,-11.5,0.0,1.5,2013-03-10 20:00:00,72.0
40.0,83.0,1000.0,68.0,4.6,1021.7,-11.1,0.0,1.6,2013-03-10 21:00:00,91.0
55.0,91.0,1300.0,68.0,3.8,1021.4,-10.7,0.0,1.8,2013-03-10 22:00:00,110.0
53.0,86.0,1300.0,68.0,3.1,1021.5,-10.2,0.0,1.6,2013-03-10 23:00:00,111.0
43.0,81.0,1200.0,68.0,3.1,1021.1,-9.9,0.0,1.8,2013-03-11 00:00:00,99.0
41.0,73.0,1200.0,68.0,2.5,1020.7,-10.1,0.0,2.0,2013-03-11 01:00:00,96.0
64.0,78.0,1200.0,68.0,2.2,1020.1,-9.7,0.0,1.2,2013-03-11 02:00:00,96.0
57.0,74.0,1200.0,68.0,1.2,1019.8,-9.2,0.0,1.5,2013-03-11 03:00:00,104.0
43.0,71.0,1300.0,68.0,1.3,1019.5,-9.1,0.0,1.5,2013-03-11 04:00:00,107.0
41.0,70.0,1399.0,68.0,0.4,1019.6,-8.6,0.0,0.6,2013-03-11 05:00:00,108.0
53.0,70.0,1700.0,68.0,-1.1,1019.9,-7.7,0.0,0.4,2013-03-11 06:00:00,114.0
38.0,68.0,2200.0,68.0,2.2,1020.1,-7.4,0.0,1.1,2013-03-11 07:00:00,131.0
68.0,67.0,2399.0,68.0,4.2,1020.1,-7.9,0.0,1.3,2013-03-11 08:00:00,131.0
86.0,64.0,2299.0,68.0,5.8,1019.4,-8.1,0.0,1.9,2013-03-11 09:00:00,125.0
